img_file,family,species
91824,Coryphaenidae,Coryphaena hippurus
101686,Macrouridae,Coryphaenoides acrolepis
101478,Macrouridae,Coryphaenoides cinereus
101652,Macrouridae,Coryphaenoides longifilis
101098,Macrouridae,Coryphaenoides marginatus
28694,Gobiidae,Coryphopterus personatus
31743,Syngnathidae,Corythoichthys amplexus
64758,Syngnathidae,Corythoichthys amplexus
141319,Syngnathidae,Corythoichthys flavofasciatus
1191,Syngnathidae,Corythoichthys haematopterus
92426,Syngnathidae,Corythoichthys haematopterus
72417,Syngnathidae,Corythoichthys intestinalis
30046,Syngnathidae,Corythoichthys schultzi
44155,Cottidae,Cottiusculus gonez
44196,Cottidae,Cottiusculus schmidti
43698,Cottidae,Cottus hangiongensis
107856,Cottidae,Cottus kazika
106926,Cottidae,Cottus nozawae
107778,Cottidae,Cottus pollux
107918,Cottidae,Cottus reinii
20142,Mugilidae,Crenimugil crenilabis
18377,Mugilidae,Crenimugil heterocheilos
45526,Crenuchidae,Crenuchus spilurus
17687,Gobiidae,Cristatogobius lophius
47662,Gobiidae,Cristatogobius nonatoae
10383,Bothidae,Crossorhombus kobensis
141443,Blenniidae,Crossosalarias macrospilus
54260,Blenniidae,Crossosalarias macrospilus
107710,Gobiidae,Cryptocentroides insignis
21205,Gobiidae,Cryptocentroides insignis
11703,Gobiidae,Cryptocentrus albidorsus
20074,Gobiidae,Cryptocentrus albidorsus
106729,Gobiidae,Cryptocentrus caeruleomaculatus
18879,Gobiidae,Cryptocentrus caeruleomaculatus
52490,Gobiidae,Cryptocentrus caeruleopunctatus
24259,Gobiidae,Cryptocentrus cinctus
78921,Gobiidae,Cryptocentrus cinctus
72178,Gobiidae,Cryptocentrus cyanospilotus
99084,Gobiidae,Cryptocentrus cyanotaenia
32913,Gobiidae,Cryptocentrus fasciatus
45173,Gobiidae,Cryptocentrus filifer
26820,Gobiidae,Cryptocentrus inexplicatus
34789,Gobiidae,Cryptocentrus maudae
44852,Gobiidae,Cryptocentrus maudae
17390,Gobiidae,Cryptocentrus melanopus
17420,Gobiidae,Cryptocentrus nigrocellatus
73905,Gobiidae,Cryptocentrus pavoninoides
28237,Gobiidae,Cryptocentrus sericus
93269,Gobiidae,Cryptocentrus sericus
14693,Gobiidae,Cryptocentrus shigensis
14742,Gobiidae,Cryptocentrus shigensis
141539,Gobiidae,Cryptocentrus strigilliceps
72899,Gobiidae,Cryptocentrus strigilliceps
92436,Liparidae,Crystallichthys matsushimae
49533,Characidae,Ctenobrycon hauxwellianus
71380,Acanthuridae,Ctenochaetus binotatus
140096,Acanthuridae,Ctenochaetus cyanocheilus
55147,Acanthuridae,Ctenochaetus hawaiiensis
25649,Acanthuridae,Ctenochaetus striatus
59910,Acanthuridae,Ctenochaetus strigosus
106679,Gobiidae,Ctenogobiops aurocingulus
16745,Gobiidae,Ctenogobiops feroculus
46761,Gobiidae,Ctenogobiops feroculus
29094,Gobiidae,Ctenogobiops maculosus
56552,Gobiidae,Ctenogobiops maculosus
1203,Gobiidae,Ctenogobiops mitodes
106730,Gobiidae,Ctenogobiops pomastictus
13726,Gobiidae,Ctenogobiops tangaroai
81629,Gobiidae,Ctenogobiops tangaroai
47369,Ctenoluciidae,Ctenolucius hujeta
48482,Anabantidae,Ctenopoma kingsleyae
45720,Anabantidae,Ctenopoma weeksii
55270,Gobiidae,Ctenotrypauchen microcephalus
53256,Nomeidae,Cubiceps squamiceps
476,Diodontidae,Cyclichthys orbicularis
141013,Diodontidae,Cyclichthys spilostylus
58543,Cyprinidae,Cyclocheilichthys apogon
509,Cyclopteridae,Cyclopteropsis lindbergi
48745,Cyclopteridae,Cyclopterus lumpus
99819,Platycephalidae,Cymbacephalus beauforti
30425,Labridae,Cymolutes praetextatus
81074,Labridae,Cymolutes torquatus
2608,Cynoglossidae,Cynoglossus interruptus
91009,Cynoglossidae,Cynoglossus interruptus
92784,Cynoglossidae,Cynoglossus interruptus
44442,Cynoglossidae,Cynoglossus joyneri
48659,Cynoglossidae,Cynoglossus robustus
149525,Muraenesocidae,Cynoponticus coniceps
69666,Pseudochromidae,Cypho purpurascens
35907,Pseudochromidae,Cypho zaps
108848,Curimatidae,Cyphocharax multilineatus
45424,Cirrhitidae,Cyprinocirrhites polyactis
108259,Cyprinidae,Cyprinus carpio
55864,Exocoetidae,Cypselurus agoo agoo
48663,Exocoetidae,Cypselurus antoncichi
48077,Exocoetidae,Cypselurus atrisignis
446,Exocoetidae,Cypselurus furcatus
49371,Exocoetidae,Cypselurus heterurus doederleinii
3034,Exocoetidae,Cypselurus hiraii
49790,Exocoetidae,Cypselurus pinnatibarbatus japonicus
442,Exocoetidae,Cypselurus poecilopterus
98982,Exocoetidae,Cypselurus spilonotopterus
89557,Exocoetidae,Cypselurus spilopterus
847,Exocoetidae,Cypselurus starksi
98979,Exocoetidae,Cypselurus suttoni
54520,Zeidae,Cyttopsis rosea
95655,Dactylopteridae,Dactyloptena gilberti
17162,Dactylopteridae,Dactyloptena orientalis
45617,Dactylopteridae,Dactyloptena peterseni
47206,Squalidae,Dalatias licha
47241,Exocoetidae,Danichthys rondeletii
47014,Cyprinidae,Danio dangila
59982,Cyprinidae,Danio erythromicron
59980,Cyprinidae,Danio margaritatus
47044,Cyprinidae,Danio pathirana
58513,Cyprinidae,Danio regina
76105,Pomacentridae,Dascyllus albisella
23105,Pomacentridae,Dascyllus aruanus
40741,Pomacentridae,Dascyllus melanurus
140259,Pomacentridae,Dascyllus reticulatus
11589,Pomacentridae,Dascyllus trimaculatus
102230,Dasyatidae,Dasyatis acutirostra
19627,Dasyatidae,Dasyatis akajei
23594,Dasyatidae,Dasyatis americana
50090,Dasyatidae,Dasyatis izuensis
44618,Dasyatidae,Dasyatis kuhlii
3105,Dasyatidae,Dasyatis matsubarai
83253,Dasyatidae,Dasyatis zugei
59174,Psychrolutidae,Dasycottus setiger
56049,Terapontidae,Datnia argentea
56030,Terapontidae,Datnia cancellata
44596,Terapontidae,Datnia iravi
44231,Zoarcidae,Davidijordania poecilimon
108030,Squalidae,Deania calcea
107876,Squalidae,Deania hystricosa
86770,Carangidae,Decapterus akaadsi
30758,Carangidae,Decapterus macarellus
87059,Carangidae,Decapterus macrosoma
107169,Carangidae,Decapterus maruadsi
49792,Carangidae,Decapterus maruadsi
108436,Carangidae,Decapterus muroadsi
31544,Carangidae,Decapterus russelii
107295,Carangidae,Decapterus tabl
76074,Scorpaenidae,Dendrochirus barberi
25118,Scorpaenidae,Dendrochirus bellus
25522,Scorpaenidae,Dendrochirus bellus
47803,Scorpaenidae,Dendrochirus biocellatus
57518,Scorpaenidae,Dendrochirus biocellatus
11673,Scorpaenidae,Dendrochirus brachypterus
28762,Scorpaenidae,Dendrochirus brachypterus
30051,Scorpaenidae,Dendrochirus zebra
47791,Scorpaenidae,Dendrochirus zebra
2593,Sparidae,Dentex hypselosomus
44302,Zoarcidae,Derjuginia japonica
45066,Hemiramphidae,Dermogenys siamensis
107642,Trachipteridae,Desmodema polystictum
2605,Pleuronectidae,Dexistes rikuzenius
15740,Gobiesocidae,Diademichthys lineatus
71044,Haemulidae,Diagramma melanacrum
15076,Haemulidae,Diagramma pictum
16322,Haemulidae,Diagramma pictum
50577,Bythitidae,Diancistrus erythraeus
108253,Callichthyidae,Dianema urostriatum
49731,Myctophidae,Diaphus garmani
50530,Myctophidae,Diaphus gigas
47175,Myctophidae,Diaphus perspicillatus
50532,Myctophidae,Diaphus sagamiensis
108598,Myctophidae,Diaphus watasei
152896,Gerreidae,Diapterus aureolus
141792,Gerreidae,Diapterus peruvianus
45089,Ogcocephalidae,Dibranchus japonicus
76310,Diodontidae,Dicotylichthys punctulatus
49876,Ophidiidae,Dicrolene quinquarius
49877,Ophidiidae,Dicrolene tristis
49264,Stichaeidae,Dictyosoma burgeri van der
1133,Stichaeidae,Dictyosoma rubrimaculatum
20164,Bythitidae,Dinematichthys riukiuensis
107900,Diodontidae,Diodon holocanthus
107901,Diodontidae,Diodon holocanthus
46222,Diodontidae,Diodon hystrix
15157,Diodontidae,Diodon liturosus
30706,Diodontidae,Diodon liturosus
55051,Diodontidae,Diodon liturosus
149514,Serranidae,Diplectrum pacificum
21227,Callionymidae,Diplogrammus goramensis
140208,Callionymidae,Diplogrammus xenicus
21947,Grammistidae,Diploprion bifasciatum
10684,Grammistidae,Diploprion drachi
41184,Labridae,Diproctacanthus xanthurus
107098,Rajidae,Dipturus gigas
43492,Rajidae,Dipturus kwangtungensis
57708,Diretmidae,Diretmichthys parini
107524,Diretmidae,Diretmoides veriginae
98441,Pomacentridae,Dischistodus fasciatus
40746,Pomacentridae,Dischistodus melanotus
63188,Pomacentridae,Dischistodus melanotus
65374,Pomacentridae,Dischistodus melanotus
24228,Pomacentridae,Dischistodus perspicillatus
38560,Pomacentridae,Dischistodus perspicillatus
35694,Pomacentridae,Dischistodus prosopotaenia
36520,Gobiidae,Discordipinna filamentosa
108754,Gobiidae,Discordipinna griessingeri
27635,Gobiesocidae,Discotrema crinophila
29714,Gobiesocidae,Discotrema lineatum
45724,Distichodontidae,Distichodus affinis
107338,Distichodontidae,Distichodus antonii
107013,Distichodontidae,Distichodus atroventralis
57171,Distichodontidae,Distichodus lusosso
57170,Distichodontidae,Distichodus sexfasciatus
45598,Embiotocidae,Ditrema jordani
107506,Embiotocidae,Ditrema temminckii pacificum
2767,Embiotocidae,Ditrema temminckii temminckii
43054,Embiotocidae,Ditrema viride
44112,Acropomatidae,Doederleinia berycoides
21188,Syngnathidae,Doryrhamphus (Doryrhamphus) excisus excisus
47593,Syngnathidae,Doryrhamphus (Doryrhamphus) janssi
11666,Syngnathidae,Doryrhamphus (Doryrhamphus) japonicus
50781,Syngnathidae,Doryrhamphus (Doryrhamphus) negrosensis negrosensis
76116,Syngnathidae,Doryrhamphus (Dunckerocampus) baldwini
76171,Syngnathidae,Doryrhamphus (Dunckerocampus) chapmani
20436,Syngnathidae,Doryrhamphus (Dunckerocampus) dactyliophorus
26476,Syngnathidae,Doryrhamphus (Dunckerocampus) multiannulatus
30044,Syngnathidae,Doryrhamphus (Dunckerocampus) naia
47594,Syngnathidae,Doryrhamphus (Dunckerocampus) pessuliferus
31079,Gobiidae,Dotsugobius bleekeri
54089,Gobiidae,Dotsugobius bleekeri
93825,Ephippidae,Drepane puncutata
45998,Gobiidae,Drombus simulus
91023,Synaphobranchidae,Dysomma anguillare
108539,Psychrolutidae,Ebinania brephocephala
102020,Psychrolutidae,Ebinania vermiculata
25130,Scorpaenidae,Ebosia bleekeri
79303,Scorpaenidae,Ebosia bleekeri
20593,Ophichthidae,Echelus uropterus
107895,Echeneidae,Echeneis naucrates
30656,Echeneidae,Echeneis naucrates
75319,Muraenidae,Echidna delicatula
50135,Muraenidae,Echidna nebulosa
47895,Muraenidae,Echidna polyzona
20147,Muraenidae,Echidna rhodochilus
17094,Gobiidae,Echinogobius hayashii
28724,Blenniidae,Ecsenius axelrodi
38938,Blenniidae,Ecsenius bathi
28177,Blenniidae,Ecsenius bicolor
13033,Blenniidae,Ecsenius bimaculatus
19844,Blenniidae,Ecsenius dilemma
79832,Blenniidae,Ecsenius ios
10912,Blenniidae,Ecsenius lineatus
24239,Blenniidae,Ecsenius lividanalis
69883,Blenniidae,Ecsenius midas
13626,Blenniidae,Ecsenius namiyei
54454,Blenniidae,Ecsenius namiyei
61296,Blenniidae,Ecsenius oculus
33897,Blenniidae,Ecsenius pictus
79015,Blenniidae,Ecsenius sellifer
15983,Blenniidae,Ecsenius yaeyamaensis
450,Carangidae,Elagatis bipinnulata
49194,Electrophoridae,Electrophorus electricus
58987,Gadidae,Eleginus gracilis
106880,Eleotridae,Eleotris acanthopoma
141580,Eleotridae,Eleotris fusca
22350,Eleotridae,Eleotris oxycephala
45156,Eleotridae,Eleotris oxycephala
152873,Eleotridae,Eleotris picta
45842,Callionymidae,Eleutherochir mccaddeni
45858,Callionymidae,Eleutherochir opercularis
20977,Mugilidae,Ellochelon vaigiensis
18579,Elopidae,Elops hawaiensis
11530,Emmelichthyidae,Emmelichthys karnellai
21359,Emmelichthyidae,Emmelichthys struhsakeri
108482,Carapidae,Encheliophis gracilis
50568,Carapidae,Encheliophis homei
108484,Carapidae,Encheliophis vermicularis
50139,Muraenidae,Enchelycore lichenosa
50156,Muraenidae,Enchelycore pardalis
34461,Muraenidae,Enchelycore schismatorhyncha
42331,Blenniidae,Enchelyurus flavipes
2411,Blenniidae,Enchelyurus kraussi
48471,Engraulidae,Engraulis australis
19249,Engraulidae,Engraulis japonica
21452,Bothidae,Engyprosopon grandisquama
22770,Bothidae,Engyprosopon longipelvis
8363,Bothidae,Engyprosopon maldivensis
53288,Bothidae,Engyprosopon mogkii
83576,Bothidae,Engyprosopon multisquama
10616,Tripterygiidae,Enneapterygius bahasa
52195,Tripterygiidae,Enneapterygius bahasa
17357,Tripterygiidae,Enneapterygius cheni
67495,Tripterygiidae,Enneapterygius elegans
41329,Tripterygiidae,Enneapterygius etheostoma
52169,Tripterygiidae,Enneapterygius flavoccipitis
48621,Tripterygiidae,Enneapterygius leucopunctatus
52180,Tripterygiidae,Enneapterygius miyakensis
17661,Tripterygiidae,Enneapterygius philippinus
79612,Tripterygiidae,Enneapterygius phoenicosoma
67497,Tripterygiidae,Enneapterygius rhabdotus
52200,Tripterygiidae,Enneapterygius senoui
52173,Tripterygiidae,Enneapterygius similis
11695,Tripterygiidae,Enneapterygius tutuilae
52189,Tripterygiidae,Enneapterygius unimaculatus
52160,Tripterygiidae,Enneapterygius velatus
28798,Cottidae,Enophrys diceraus
11520,Blenniidae,Entomacrodus caudofasciatus
42998,Blenniidae,Entomacrodus decussatus
56406,Blenniidae,Entomacrodus niuafoouensis
69220,Blenniidae,Entomacrodus stellifer lighti
2793,Blenniidae,Entomacrodus stellifer stellifer
107264,Blenniidae,Entomacrodus striatus
43000,Blenniidae,Entomacrodus thalassinus thalassinus
107099,Pleuronectidae,Eopsetta grigorjewi
58538,Cyprinidae,Epalzeorhynchos kalopterus
48227,Auchenipteridae,Epapterus dispilurus
99168,Labridae,Epibulus brevis
48317,Epigonidae,Epigonus denticulatus
13681,Serranidae,Epinephelus akaara
949,Serranidae,Epinephelus akaara
55463,Serranidae,Epinephelus amblycephalus
75388,Serranidae,Epinephelus amblycephalus
19734,Serranidae,Epinephelus areolatus
48422,Serranidae,Epinephelus areolatus
449,Serranidae,Epinephelus awoara
49225,Serranidae,Epinephelus bleekeri
73465,Serranidae,Epinephelus bleekeri
107342,Serranidae,Epinephelus chlorostigma
95635,Serranidae,Epinephelus chlorostigma
46904,Serranidae,Epinephelus coeruleopunctatus
54216,Serranidae,Epinephelus coeruleopunctatus
75391,Serranidae,Epinephelus coioides
42941,Serranidae,Epinephelus corallicola
21957,Serranidae,Epinephelus cyanopodus
61596,Serranidae,Epinephelus erythrurus
69206,Serranidae,Epinephelus fasciatomaculosus
107235,Serranidae,Epinephelus fasciatus
63198,Serranidae,Epinephelus fasciatus
45542,Serranidae,Epinephelus fuscoguttatus
108069,Serranidae,Epinephelus hexagonatus
46845,Serranidae,Epinephelus howlandi
141781,Serranidae,Epinephelus labriformis
51041,Serranidae,Epinephelus lanceolatus
51042,Serranidae,Epinephelus lanceolatus
57872,Serranidae,Epinephelus lanceolatus
45760,Serranidae,Epinephelus macrospilos
15174,Serranidae,Epinephelus maculatus
30890,Serranidae,Epinephelus maculatus
54467,Serranidae,Epinephelus malabaricus
45213,Serranidae,Epinephelus melanostigma
108281,Serranidae,Epinephelus merra
34403,Serranidae,Epinephelus merra
107749,Serranidae,Epinephelus moara
48242,Serranidae,Epinephelus moara
53526,Serranidae,Epinephelus octofasciatus
45540,Serranidae,Epinephelus ongus
46825,Serranidae,Epinephelus ongus
51046,Serranidae,Epinephelus ongus
10488,Serranidae,Epinephelus poecilonotus
33285,Serranidae,Epinephelus poecilonotus
107670,Serranidae,Epinephelus polyphekadion
22912,Serranidae,Epinephelus polyphekadion
45538,Serranidae,Epinephelus polystigma
61571,Serranidae,Epinephelus quoyanus
108184,Serranidae,Epinephelus radiatus
45752,Serranidae,Epinephelus septemfasciatus
94014,Serranidae,Epinephelus septemfasciatus
107260,Serranidae,Epinephelus tauvina
13843,Serranidae,Epinephelus trimaculatus
13158,Serranidae,Epinephelus undulosus
58095,Myxinidae,Eptatretus atami
107195,Myxinidae,Eptatretus burgeri
107877,Myxinidae,Eptatretus okinoseanus
21821,Leiognathidae,Equulites popei
49698,Leiognathidae,Equulites rivulatus
100497,Ophidiidae,Eretmichthys pinnatus
107580,Ereuniidae,Ereunias grallator
107886,Anoplopomatidae,Erilepis zonifer
2596,Aploactinidae,Erisphex pottii
22893,Synanceiidae,Erosa erosa
50112,Polypteridae,Erpetoichthys calabaricus
553,Emmelichthyidae,Erythrocles microceps
90412,Emmelichthyidae,Erythrocles schlegelii
89393,Lutjanidae,Etelis carbunculus
51697,Lutjanidae,Etelis coruscans
89478,Lutjanidae,Etelis radiosus
48775,Squalidae,Etmopterus brachyurus
108791,Squalidae,Etmopterus molleri
108038,Squalidae,Etmopterus pusillus
107869,Squalidae,Etmopterus unicolor
2748,Clupeidae,Etrumeus micropus
3231,Leiognathidae,Eubleekeria splendens
141769,Gerreidae,Eucinostomus currani
141814,Gerreidae,Eucinostomus dowii
45398,Hemiramphidae,Euleptorhamphus viridis
87617,Cyclopteridae,Eumicrotremus barbatus
44223,Cyclopteridae,Eumicrotremus birulai
661,Cyclopteridae,Eumicrotremus uenoi
42878,Psychrolutidae,Eurymen gyrinus
13729,Pegasidae,Eurypegasus draconis
108451,Gobiidae,Eutaeniichthys gilli
55484,Mirapinnidae,Eutaeniophorus festivus
94664,Scombridae,Euthynnus affinis
106692,Gobiidae,Eviota abax
91914,Gobiidae,Eviota afelei
42489,Gobiidae,Eviota ancora
13030,Gobiidae,Eviota atriventris
24294,Gobiidae,Eviota bifasciata
38411,Gobiidae,Eviota cometa
45884,Gobiidae,Eviota distigma
30581,Gobiidae,Eviota fallax
13236,Gobiidae,Eviota fasciola
45879,Gobiidae,Eviota filamentosa
46802,Gobiidae,Eviota flebilis
28052,Gobiidae,Eviota guttata
108776,Gobiidae,Eviota herrei
267,Gobiidae,Eviota japonica
19196,Gobiidae,Eviota korechika
80742,Gobiidae,Eviota lachdeberei
52575,Gobiidae,Eviota masudai
106636,Gobiidae,Eviota melasma
20725,Gobiidae,Eviota nigramembrana
46480,Gobiidae,Eviota nigrispina
108778,Gobiidae,Eviota nigriventris
46312,Gobiidae,Eviota occasa
42692,Gobiidae,Eviota ocellifer
60283,Gobiidae,Eviota partimacula
28160,Gobiidae,Eviota pellucida
106669,Gobiidae,Eviota prasina
23578,Gobiidae,Eviota prasites
46772,Gobiidae,Eviota punctulata
106656,Gobiidae,Eviota queenslandica
73930,Gobiidae,Eviota rubriceps
106655,Gobiidae,Eviota rubrimaculata
62964,Gobiidae,Eviota sebreei
46792,Gobiidae,Eviota shibukawai
141513,Gobiidae,Eviota shimadai
45925,Gobiidae,Eviota smaragdus
46791,Gobiidae,Eviota specca
106720,Gobiidae,Eviota storthynx
108480,Gobiidae,Eviota toshiyuki
49986,Gobiidae,Eviota zebrina
13817,Pentacerotidae,Evistias acutirostris
2368,Pentacerotidae,Evistias acutirostris
49825,Pentacerotidae,Evistias acutirostris
51780,Pentacerotidae,Evistias acutirostris
47396,Trichiuridae,Evoxymetopon taeniatus
51598,Sparidae,Evynnis tumifrons
22738,Blenniidae,Exallias brevis
58526,Characidae,Exodon paradoxus
2034,Gobiidae,Exyrias belissimus
42293,Gobiidae,Exyrias puntang
1122,Gobiidae,Favonigobius gymnauchen
17819,Gobiidae,Favonigobius melanobranchus
17397,Gobiidae,Favonigobius opalescens
108450,Gobiidae,Favonigobius reichei
17403,Gobiidae,Favonigobius reichei
53154,Gobiidae,Feia dabra
15701,Syngnathidae,Festucalex erythraeus
3215,Apogonidae,Fibramia amboinensis
2431,Apogonidae,Fibramia thermalis
428,Fistulariidae,Fistularia commersonii
18275,Fistulariidae,Fistularia petimba
24095,Gobiidae,Flabelligobius russus
33803,Gobiidae,Flabelligobius smithi
141455,Apogonidae,Foa brachygramma
108499,Callionymidae,Foetorepus altivelis
107069,Callionymidae,Foetorepus masudai
11851,Chaetodontidae,Forcipiger flavissimus
54029,Apogonidae,Fowleria isostigma
51252,Apogonidae,Fowleria vaiulae
20419,Apogonidae,Fowleria variegata
50596,Antennariidae,Fowlerichthys scriptissimus
417,Cottidae,Furcina ishikawae
16817,Cottidae,Furcina osimae
69569,Gobiidae,Fusigobius aureus
48383,Gobiidae,Fusigobius duospilus
16737,Gobiidae,Fusigobius gracilis
52676,Gobiidae,Fusigobius humeralis
11502,Gobiidae,Fusigobius inframaculatus
76063,Gobiidae,Fusigobius maximus
52675,Gobiidae,Fusigobius melacron
107559,Gobiidae,Fusigobius neophytus
108768,Gobiidae,Fusigobius signipinnis
45096,Macrouridae,Gadomus colletti
55527,Gadidae,Gadus macrocephalus
43478,Carcharhinidae,Galeocerdo cuvier
59790,Carcharhinidae,Galeocerdo cuvier
47195,Scyliorhinidae,Galeus eastmani
106525,Scyliorhinidae,Galeus longirostris
107661,Scyliorhinidae,Galeus nipponensis
17575,Poeciliidae,Gambusia affinis
45550,Peristediidae,Gargariscus prionocephalus
45512,Cyprinidae,Garra congoensis
58231,Cyprinidae,Garra rufa
1066,Gasterosteidae,Gasterosteus aculeatus
18869,Gasterosteidae,Gasterosteus aculeatus
48828,Gasterosteidae,Gasterosteus aculeatus
47896,Gempylidae,Gempylus serpens
59755,Pomacanthidae,Genicanthus bellus
10719,Pomacanthidae,Genicanthus caudovittatus
12278,Pomacanthidae,Genicanthus lamarck
23070,Pomacanthidae,Genicanthus melanospilos
23071,Pomacanthidae,Genicanthus melanospilos
12282,Pomacanthidae,Genicanthus semifasciatus
29917,Pomacanthidae,Genicanthus semifasciatus
78211,Pomacanthidae,Genicanthus semifasciatus
47154,Pomacanthidae,Genicanthus takeuchii
47224,Pomacanthidae,Genicanthus takeuchii
47225,Pomacanthidae,Genicanthus takeuchii
23073,Pomacanthidae,Genicanthus watanabei
45648,Cichlidae,Geophagus steindachneri
30973,Gerreidae,Gerres baconensis
106800,Gerreidae,Gerres equulus
107107,Gerreidae,Gerres erythrourus
89522,Gerreidae,Gerres filamentosus
107112,Gerreidae,Gerres longirostris
46096,Gerreidae,Gerres macracanthus
107371,Gerreidae,Gerres microphthalmus
107120,Gerreidae,Gerres oblongus
54112,Gerreidae,Gerres oyena
107549,Gerreidae,Gerres shima
88927,Gibberichthyidae,Gibberichthys latifrons
92369,Giganthiidae,Giganthias immaculatus
107502,Girellidae,Girella leonina
94643,Girellidae,Girella leonina
23722,Girellidae,Girella mezina
58754,Girellidae,Girella mezina
107501,Girellidae,Girella punctata
49704,Girellidae,Girella punctata
15775,Gobiidae,Gladiogobius brevispinis
72177,Gobiidae,Gladiogobius ensifer
44826,Gobiidae,Gladiogobius rex
59167,Argentinidae,Glossanodon semifasciatus
18165,Gobiidae,Glossogobius aureus
41524,Gobiidae,Glossogobius bicirrhosus
107039,Gobiidae,Glossogobius celebius
20038,Gobiidae,Glossogobius giuris
107810,Gobiidae,Glossogobius olivaceus
47058,Melanotaeniidae,Glossolepis incisus
50825,Scorpaenidae,Glyptauchen panduratus
107357,Pleuronectidae,Glyptocephalus stelleri
32645,Blenniidae,Glyptoparus delicatulus
58151,Loricariidae,Glyptoperichthys joselimaianus
69810,Carangidae,Gnathanodon speciosus
140544,Lethrinidae,Gnathodentex aureolineatus
58522,Anostomidae,Gnathodolus bidens
106708,Gobiidae,Gnatholepis anjerensis
106652,Gobiidae,Gnatholepis cauerensis
73435,Gobiidae,Gnatholepis ophthalmotaenia
45983,Gobiidae,Gnatholepis yoshinoi
50120,Mormyridae,Gnathonemus petersii
108517,Congridae,Gnathophis nystromi ginanago
43502,Congridae,Gnathophis nystromi nystromi
56165,Cyprinidae,Gnathopogon caerulescens
17988,Cyprinidae,Gnathopogon elongatus elongatus
141856,Gobiesocidae,Gobiesox potamius
2452,Gobiidae,Gobiodon albofasciatus
93388,Gobiidae,Gobiodon albofasciatus
17779,Gobiidae,Gobiodon aoyagii
17757,Gobiidae,Gobiodon atrangulatus
76169,Gobiidae,Gobiodon citrinus
17479,Gobiidae,Gobiodon erythrospilus
17467,Gobiidae,Gobiodon fuscoruber
21274,Gobiidae,Gobiodon histrio
2449,Gobiidae,Gobiodon oculolineatus
18349,Gobiidae,Gobiodon okinawae
17427,Gobiidae,Gobiodon quinquestrigatus
17776,Gobiidae,Gobiodon unicolor
52701,Gobiidae,Gobiodon winterbottomi
141756,Eleotridae,Gobiomorus maculatus
141853,Eleotridae,Gobiomorus polylepis
45952,Gobiidae,Gobiopsis arenaria
44874,Gobiidae,Gobiopsis quinquecincta
5513,Gobiidae,Gobiosoma genie
28690,Gobiidae,Gobiosoma illecebrosum
19955,Gobiidae,Gobiosoma oceanops
141119,Labridae,Gomphosus caeruleus
140499,Labridae,Gomphosus varius
140582,Labridae,Gomphosus varius
47310,Gonorynchidae,Gonorynchus abbreviatus
38035,Congridae,Gorgasia barnesi
35730,Congridae,Gorgasia maculata
140797,Congridae,Gorgasia or
34318,Congridae,Gorgasia taiwanensis
35680,Serranidae,Gracila albomarginata
68416,Serranidae,Gracila albomarginata
39794,Gobiidae,Grallenia arenicola
93554,Gobiidae,Grallenia lipi
89043,Grammatidae,Gramma brasilienis
51211,Grammatidae,Gramma loreto
75242,Callanthiidae,Grammatonotus surugaensis
82147,Scombridae,Grammatorcynus bilineatus
16243,Grammistidae,Grammistes sexlineatus
25706,Bythitidae,Grammonus yunokawai
89947,Ateleopodidae,Guentherus altivela
57712,Ateleopodidae,Guentherus katoi
15090,Microdesmidae,Gunnellichthys curiosus
106713,Microdesmidae,Gunnellichthys pleurotaenia
38455,Microdesmidae,Gunnellichthys viridescens
18292,Apogonidae,Gymnapogon japonicus
33361,Apogonidae,Gymnapogon urospilotus
52451,Gymnarchidae,Gymnarchus niloticus
106831,Cottidae,Gymnocanthus herzensteini
43454,Cottidae,Gymnocanthus intermedius
59836,Lethrinidae,Gymnocranius euanus
108279,Lethrinidae,Gymnocranius grandoculis
108034,Lethrinidae,Gymnocranius griseus
44625,Lethrinidae,Gymnocranius satoi
1120,Gobiidae,Gymnogobius breunigii
46687,Gobiidae,Gymnogobius castaneus
1097,Gobiidae,Gymnogobius cylindricus
18645,Gobiidae,Gymnogobius heptacanthus
53852,Gobiidae,Gymnogobius isaza
1111,Gobiidae,Gymnogobius macrognathos
107438,Gobiidae,Gymnogobius opperiens
107293,Gobiidae,Gymnogobius petschiliensis
1102,Gobiidae,Gymnogobius scrobiculatus
44671,Gobiidae,Gymnogobius scrobiculatus
56328,Gobiidae,Gymnogobius taranetzi
1106,Gobiidae,Gymnogobius uchidai
107291,Gobiidae,Gymnogobius urotaenia
50137,Muraenidae,Gymnomuraena zebra
53215,Scombridae,Gymnosarda unicolor
36356,Muraenidae,Gymnothorax bacalladoi
26436,Muraenidae,Gymnothorax berndti
7161,Muraenidae,Gymnothorax berndti
107758,Muraenidae,Gymnothorax chilospilus
13443,Muraenidae,Gymnothorax chlorostigma
26320,Muraenidae,Gymnothorax chlorostigma
50140,Muraenidae,Gymnothorax enigmaticus
163,Muraenidae,Gymnothorax fimbriatus
13301,Muraenidae,Gymnothorax isingteena
46211,Muraenidae,Gymnothorax isingteena
12286,Muraenidae,Gymnothorax javanicus
108386,Muraenidae,Gymnothorax kidako
20521,Muraenidae,Gymnothorax margaritophorus
108385,Muraenidae,Gymnothorax minor
107581,Muraenidae,Gymnothorax neglectus
17515,Muraenidae,Gymnothorax pictus
45432,Muraenidae,Gymnothorax prionodon
52895,Muraenidae,Gymnothorax punctatofasciatus
