img_file,family,species
10087,Holocentridae,Myripristis kuntee
141267,Holocentridae,Myripristis murdjan
88913,Holocentridae,Myripristis pralinia
12496,Holocentridae,Myripristis violacea
10141,Holocentridae,Myripristis vittata
52287,Blenniidae,Nannosalarias nativitatis
107021,Lebiasinidae,Nannostomus beckfordi
107528,Lebiasinidae,Nannostomus digrammus
106903,Lebiasinidae,Nannostomus eques
106948,Lebiasinidae,Nannostomus espei
107008,Lebiasinidae,Nannostomus harrisoni
106900,Lebiasinidae,Nannostomus marginatus
107012,Lebiasinidae,Nannostomus mortenthaleri
106950,Lebiasinidae,Nannostomus rubrocaudatus
106901,Lebiasinidae,Nannostomus trifasciatus
107010,Lebiasinidae,Nannostomus unifasciatus
49890,Alepocephalidae,Narcetes kamoharai
55651,Alepocephalidae,Narcetes wonderi
55772,Torpedinidae,Narcine timlei
120,Torpedinidae,Narke japonica
59163,Torpedinidae,Narke japonica
71353,Acanthuridae,Naso annulatus
12733,Acanthuridae,Naso brevirostris
141107,Acanthuridae,Naso elegans
25795,Acanthuridae,Naso hexacanthus
25641,Acanthuridae,Naso lituratus
31307,Acanthuridae,Naso maculatus
48481,Acanthuridae,Naso mcdadei
36528,Acanthuridae,Naso minor
17051,Acanthuridae,Naso thynnoides
68166,Acanthuridae,Naso tonganus
36074,Acanthuridae,Naso unicornis
13267,Acanthuridae,Naso vlamingii
29879,Acanthuridae,Naso vlamingii
47405,Carangidae,Naucrates ductor
98612,Microdesmidae,Navigobius dewa
33772,Microdesmidae,Navigobius kaguya
49318,Gempylidae,Nealotus tripes
51261,Apogonidae,Neamia articycla
83311,Ginglymostomatidae,Nebrius ferrugineus
13155,Apogonidae,Nectamia bandanensis
45010,Apogonidae,Nectamia fusca
22259,Apogonidae,Nectamia savayensis
98667,Carcharhinidae,Negaprion acutidens
49399,Balitoridae,Nemacheilus masyae
68999,Serranidae,Nemanthias carberryi
107902,Clupeidae,Nematalosa come
49610,Clupeidae,Nematalosa japonica
11693,Microdesmidae,Nemateleotris decora
22743,Microdesmidae,Nemateleotris helfrichi
10308,Microdesmidae,Nemateleotris magnifica
106946,Characidae,Nematobrycon lacortei
47208,Nemichthyidae,Nemichthys scolopaceus
58996,Nemipteridae,Nemipterus bathybius
34589,Nemipteridae,Nemipterus furcosus
89328,Nemipteridae,Nemipterus hexodon
89323,Nemipteridae,Nemipterus nematopus
49320,Nemipteridae,Nemipterus virgatus
43528,Ophidiidae,Neobythites sivicola
50571,Ophidiidae,Neobythites stigmosus
55288,Ceratodontidae,Neoceratodus forsteri
51953,Cirrhitidae,Neocirrhites armatus
17669,Chaenopsidae,Neoclinus bryope
52268,Chaenopsidae,Neoclinus chihiroe
52267,Chaenopsidae,Neoclinus lacunicola
107523,Chaenopsidae,Neoclinus monogrammus
54475,Chaenopsidae,Neoclinus nudus
15711,Chaenopsidae,Neoclinus okazakii
52263,Chaenopsidae,Neoclinus toshimaensis
13904,Embiotocidae,Neoditrema ransonnetii
62931,Pomacentridae,Neoglyphidodon crossi
19810,Pomacentridae,Neoglyphidodon melas
19811,Pomacentridae,Neoglyphidodon melas
107233,Pomacentridae,Neoglyphidodon nigroris
23130,Pomacentridae,Neoglyphidodon nigroris
32911,Pomacentridae,Neoglyphidodon polyacanthus
55759,Pomacentridae,Neoglyphidodon polyacanthus
41222,Pomacentridae,Neoglyphidodon thoracotaeniatus
58676,Distichodontidae,Neolebias powelli
58666,Distichodontidae,Neolebias trilineatus
58611,Distichodontidae,Neolebias unifasciatus
96555,Holocentridae,Neoniphon argenteus
5495,Holocentridae,Neoniphon marianus
12498,Holocentridae,Neoniphon sammara
19171,Pomacentridae,Neopomacentrus anabatoides
19173,Pomacentridae,Neopomacentrus azysron
34823,Pomacentridae,Neopomacentrus bankieri
42383,Pomacentridae,Neopomacentrus cyanomos
69772,Pomacentridae,Neopomacentrus metallicus
98972,Pomacentridae,Neopomacentrus nemurus
20223,Pomacentridae,Neopomacentrus taeniurus
58587,Pomacentridae,Neopomacentrus taeniurus
38141,Pomacentridae,Neopomacentrus violascens
54501,Neoscopelidae,Neoscopelus microchir
59681,Scorpaenidae,Neosebastes entaxis
17352,Callionymidae,Neosynchiropus circularis
32931,Callionymidae,Neosynchiropus circularis
66345,Callionymidae,Neosynchiropus circularis
11615,Callionymidae,Neosynchiropus ijimae
51270,Callionymidae,Neosynchiropus morrisoni
16724,Callionymidae,Neosynchiropus moyeri
106630,Callionymidae,Neosynchiropus ocellatus
52333,Callionymidae,Neosynchiropus rubrovinctus
87672,Zoarcidae,Neozoarces steindachneri
49889,Nettastomatidae,Nettastoma parviceps
45097,Macrouridae,Nezumia condylura
45105,Macrouridae,Nezumia proxima
42627,Sciaenidae,Nibea albiflora
59834,Sciaenidae,Nibea mitsukurii
1022,Percichthyidae,Niphon spinosus
108316,Percichthyidae,Niphon spinosus
108045,Cobitidae,Niwaella delicata
106821,Cobitidae,Noemacheilus barbatulus toni
37746,Cobitidae,Noemacheilus barbatulus toni
45399,Cobitidae,Noemacheilus barbatulus toni
48228,Hemiramphidae,Nomorhamphus rex
52216,Tripterygiidae,Norfolkia brachylepis
52220,Tripterygiidae,Norfolkia thomasi
141762,Ariidae,Notarius kessleri
48458,Labridae,Notolabrus parilus
51516,Notopteridae,Notopterus notopterus
50548,Myctophidae,Notoscopelus japonicus
108327,Labridae,Novaculichthys taeniourus
82468,Labridae,Novaculops halsteadi
51999,Labridae,Novaculops sciistius
1062,Leiognathidae,Nuchequula nuchalis
107503,Leiognathidae,Nuchequula nuchalis
94134,Antennariidae,Nudiantennarius subteres
92704,Agonidae,Occella dodecaedron
44245,Agonidae,Occella kuronumai
44401,Agonidae,Occella kuronumai
38859,Scorpaenidae,Ocosia vespa
80456,Scorpaenidae,Ocosia vespa
10483,Cottidae,Ocynectes maschalis
51003,Cottidae,Ocynectes maschalis
55973,Cottidae,Ocynectes maschalis
59765,Cottidae,Ocynectes maschalis
19958,Lutjanidae,Ocyurus chrysurus
74312,Gobiidae,Odontamblyopus rubicundus
29925,Serranidae,Odontanthias borbonius
3607,Serranidae,Odontanthias borbonius
51054,Serranidae,Odontanthias rhodopeplus
108037,Serranidae,Odontanthias unimaculatus
86813,Serranidae,Odontanthias unimaculatus
47303,Odontaspididae,Odontaspis ferox
42243,Eleotridae,Odontobutis hikimius
106963,Eleotridae,Odontobutis obscura
46070,Eleotridae,Odontobutis potamophila
32752,Balistidae,Odonus niger
3155,Mugilidae,Oedalechilus labiosus
80272,Pseudochromidae,Ogilbyna velifera
585,Rajidae,Okamejei acutispina
25881,Rajidae,Okamejei kenojei
35281,Rajidae,Okamejei kenojei
47161,Rajidae,Okamejei kenojei
58949,Rajidae,Okamejei kenojei
108524,Rajidae,Okamejei schmidti
92703,Cottidae,Oligocottus maculosus
17382,Gobiidae,Oligolepis acutipennis
28987,Gobiidae,Oligolepis stomias
141753,Carangidae,Oligoplites altus
141788,Carangidae,Oligoplites saurus
20755,Blenniidae,Omobranchus elegans
54174,Blenniidae,Omobranchus elongatus
18133,Blenniidae,Omobranchus fasciolatoceps
20023,Blenniidae,Omobranchus ferox
20183,Blenniidae,Omobranchus loxozonus
18176,Blenniidae,Omobranchus punctatus
42347,Blenniidae,Omox biporos
58168,Siluridae,Ompok bimaculatus
23620,Salmonidae,Oncorhynchus gorbuscha
23623,Salmonidae,Oncorhynchus gorbuscha
45169,Salmonidae,Oncorhynchus keta
49294,Salmonidae,Oncorhynchus keta
50452,Salmonidae,Oncorhynchus kisutch
50453,Salmonidae,Oncorhynchus kisutch
37745,Salmonidae,Oncorhynchus masou
107279,Salmonidae,Oncorhynchus masou ishikawae
16219,Salmonidae,Oncorhynchus masou ishikawae X O. masou masou
22341,Salmonidae,Oncorhynchus masou masou
46537,Salmonidae,Oncorhynchus masou masou
42820,Salmonidae,Oncorhynchus mykiss
57776,Salmonidae,Oncorhynchus mykiss
106815,Salmonidae,Oncorhynchus nerka
37752,Salmonidae,Oncorhynchus tschawytscha
61227,Platycephalidae,Onigocia bimaculata
107060,Platycephalidae,Onigocia macrolepis
18160,Platycephalidae,Onigocia spinosa
108483,Carapidae,Onuxodon parvibrachium
45122,Cyprinidae,Onychostoma alticorpus
108382,Ophichthidae,Ophichthus asakusae
24150,Ophichthidae,Ophichthus bonaparti
80633,Ophichthidae,Ophichthus bonaparti
15401,Ophichthidae,Ophichthus erabo
45247,Ophichthidae,Ophichthus evermanni
107489,Ophichthidae,Ophichthus urolophus
108518,Ophidiidae,Ophidion asiro
43228,Eleotridae,Ophiocara porocephala
141809,Sciaenidae,Ophioscion scierus
54497,Ophichthidae,Ophisurus macrorhynchos
28736,Stichaeidae,Opisthocentrus ocellatus
77487,Stichaeidae,Opisthocentrus tenuis
96214,Stichaeidae,Opisthocentrus tenuis
28738,Stichaeidae,Opisthocentrus zonope
51986,Opistognathidae,Opistognathidae indet.
48673,Opistognathidae,Opistognathus evermanni
57072,Opistognathidae,Opistognathus hopkinsi
48804,Opistognathidae,Opistognathus iyonis
51982,Opistognathidae,Opistognathus randalli
108170,Oplegnathidae,Oplegnathus fasciatus
12508,Oplegnathidae,Oplegnathus fasciatus
12511,Oplegnathidae,Oplegnathus punctatus
37619,Oplegnathidae,Oplegnathus punctatus
48025,Oplegnathidae,Oplegnathus punctatus
46119,Gobiidae,Oplopomops diacanthus
78401,Gobiidae,Oplopomus caninoides
16753,Gobiidae,Oplopomus oplopomus
58518,Cyprinidae,Opsaridium christyi
108244,Cyprinidae,Opsariichthys kaopingensis
108245,Cyprinidae,Opsariichthys pachycephalus
108852,Cyprinidae,Opsariichthys platypus
18530,Cyprinidae,Opsariichthys platypus
108631,Cyprinidae,Opsariichthys uncirostris uncirostris
108632,Cyprinidae,Opsariichthys uncirostris uncirostris
59047,Orectolobidae,Orectolobus japonicus
87313,Cichlidae,Oreochromis mossambicus
45509,Cichlidae,Orthochromis stormsi
106952,Adrianichthyidae,Oryzias latipes
45725,Adrianichthyidae,Oryzias melastigma
45289,Adrianichthyidae,Oryzias sakaizumii
107782,Adrianichthyidae,Oryzias woworae
108141,Adrianichthyidae,Oryzias woworae species complex
60337,Osmeridae,Osmerus mordax dentex
73152,Percophidae,Osopsaron formosensis
49197,Osphronemidae,Osphronemus goramy
49536,Osphronemidae,Osphronemus laticlavius
45144,Cyprinidae,Osteobrama cotio
58929,Cyprinidae,Osteochilus pentalineatus
50117,Osteoglossidae,Osteoglossum bicirrhosum
58469,Osteoglossidae,Osteoglossum ferreirai
579,Holocentridae,Ostichthys japonicus
104611,Holocentridae,Ostichthys kaianus
22698,Apogonidae,Ostorhinchus angustatus
25932,Apogonidae,Ostorhinchus apogonides
16813,Apogonidae,Ostorhinchus aureus
38345,Apogonidae,Ostorhinchus cheni
41246,Apogonidae,Ostorhinchus compressus
76007,Apogonidae,Ostorhinchus cookii
34476,Apogonidae,Ostorhinchus dispar
10170,Apogonidae,Ostorhinchus doederleini
10223,Apogonidae,Ostorhinchus endekataenia
141497,Apogonidae,Ostorhinchus fasciatus
16523,Apogonidae,Ostorhinchus fleurieu
77269,Apogonidae,Ostorhinchus franssedai
13180,Apogonidae,Ostorhinchus fukuii
27308,Apogonidae,Ostorhinchus holotaenia
19231,Apogonidae,Ostorhinchus ishigakiensis
23507,Apogonidae,Ostorhinchus kiensis
82481,Apogonidae,Ostorhinchus leslie
10011,Apogonidae,Ostorhinchus nigrofasciatus
141665,Apogonidae,Ostorhinchus notatus
41443,Apogonidae,Ostorhinchus novemfasciatus
21905,Apogonidae,Ostorhinchus parvulus
19849,Apogonidae,Ostorhinchus rubrimacula
68329,Apogonidae,Ostorhinchus selas
107566,Apogonidae,Ostorhinchus semilineatus
19106,Apogonidae,Ostorhinchus taeniophorus
10340,Apogonidae,Ostorhinchus wassinki
10290,Ostraciidae,Ostracion cubicum
31363,Ostraciidae,Ostracion immaculatum
10630,Ostraciidae,Ostracion meleagris
75538,Ostraciidae,Ostracion rhinorhynchos
19822,Ostraciidae,Ostracion solorensis
76094,Ostraciidae,Ostracion whitleyi
58284,Ostracoberycidae,Ostracoberyx dorygenys
99926,Apogonidae,Ostrorhinchus moluccensis
57323,Owstoniidae,Owstonia totomiensis
24027,Labridae,Oxycheilinus arenatus
71966,Labridae,Oxycheilinus bimaculatus
141651,Labridae,Oxycheilinus digramma
70980,Labridae,Oxycheilinus digramma
32104,Labridae,Oxycheilinus orientalis
58704,Labridae,Oxycheilinus orientalis
108325,Labridae,Oxycheilinus unifasciatus
10972,Labridae,Oxycheilinus unifasciatus
140356,Cirrhitidae,Oxycirrhites typus
27141,Cirrhitidae,Oxycirrhites typus
93484,Microdesmidae,Oxymetopon compressus
70736,Microdesmidae,Oxymetopon cyanoctenosum
76218,Microdesmidae,Oxymetopon typus
1151,Monacanthidae,Oxymonacanthus longirostris
49199,Mormyridae,Oxymormyrus boulengeri
49812,Oxynotidae,Oxynotus japonicus
20871,Hemiramphidae,Oxyporhamphus micropterus micropterus
17372,Gobiidae,Oxyurichthys cornutus
17375,Gobiidae,Oxyurichthys lonchotus
141528,Gobiidae,Oxyurichthys notonema
17371,Gobiidae,Oxyurichthys ophthalmonema
17498,Gobiidae,Oxyurichthys papuensis
16951,Gobiidae,Oxyurichthys saru
41640,Gobiidae,Oxyurichthys takagi
141501,Gobiidae,Oxyurichthys zeta
59990,Cyprinidae,Paedocypris carbunculus
89265,Gobiidae,Paedogobius kimurai
32944,Sparidae,Pagrus major
90409,Sparidae,Pagrus major
97229,Sparidae,Pagrus major
87613,Agonidae,Pallasina barbata
2217,Gobiidae,Palutrus meteori
108237,Gobiidae,Palutrus reticularis
44367,Stromateidae,Pampus argenteus
57673,Loricariidae,Panaque cf.
54207,Gobiidae,Pandaka lidwilli
75966,Gobiidae,Pandaka trimaculata
50118,Pantodontidae,Pantodon buchholzi
51745,Notopteridae,Papyrocranus afer
108056,Blenniidae,Parablennius yatabei
25751,Blenniidae,Parablennius yatabei
86893,Bothidae,Parabothus coarctatus
86768,Lutjanidae,Paracaesio caerulea
92058,Lutjanidae,Paracaesio kusakarii
107664,Lutjanidae,Paracaesio xanthura
23416,Acanthuridae,Paracanthurus hepatus
38289,Scorpaenidae,Paracentropogon longispinis
56729,Scorpaenidae,Paracentropogon longispinis
51773,Pomacanthidae,Paracentropyge venusta
28430,Labridae,Paracheilinus bellae
22631,Labridae,Paracheilinus carpenteri
85160,Labridae,Paracheilinus cyaneus
24214,Labridae,Paracheilinus filamentosus
41370,Labridae,Paracheilinus flavianalis
70960,Labridae,Paracheilinus lineopunctatus
89070,Labridae,Paracheilinus mccoskeri
10653,Labridae,Paracheilinus octotaenia
9265,Soleidae,Parachirus xenicus
13358,Cirrhitidae,Paracirrhites arcatus
13132,Cirrhitidae,Paracirrhites forsteri
36503,Cirrhitidae,Paracirrhites hemistictus
22488,Callionymidae,Paradiplogrammus corallinus
1768,Callionymidae,Paradiplogrammus curvispinis
20530,Callionymidae,Paradiplogrammus enneactis
67591,Callionymidae,Paradiplogrammus parvus
106698,Gobiidae,Paragobiodon echinocephalus
2084,Gobiidae,Paragobiodon kasaii
20645,Gobiidae,Paragobiodon lacunicolus
18502,Gobiidae,Paragobiodon melanosomus
17481,Gobiidae,Paragobiodon modestus
17423,Gobiidae,Paragobiodon xanthosomus
52635,Gobiidae,Paragobiodon xanthosomus
107676,Labridae,Parajulis poecileptera
16623,Labridae,Parajulis poecileptera
133,Paralichthyidae,Paralichthys olivaceus
10028,Monacanthidae,Paraluteres prionurus
71466,Monacanthidae,Paraluteres prionurus
107867,Ambassidae,Parambassis pulcinella
107863,Ambassidae,Parambassis ranga
4189,Monacanthidae,Paramonacanthus nipponensis
11977,Monacanthidae,Paramonacanthus oblongus
48185,Mormyridae,Paramormyrops batesii
45690,Pinguipedidae,Parapercis aurantiaca
11433,Pinguipedidae,Parapercis basimaculata
52114,Pinguipedidae,Parapercis clathrata
45178,Pinguipedidae,Parapercis cylindrica
48472,Pinguipedidae,Parapercis haackei
16055,Pinguipedidae,Parapercis kamoharai
40950,Pinguipedidae,Parapercis kamoharai
61902,Pinguipedidae,Parapercis katoi
72016,Pinguipedidae,Parapercis lineopunctata
140383,Pinguipedidae,Parapercis millepunctata
107054,Pinguipedidae,Parapercis multifasciata
38460,Pinguipedidae,Parapercis multiplicata
36611,Pinguipedidae,Parapercis natator
60361,Pinguipedidae,Parapercis ommatura
19842,Pinguipedidae,Parapercis pacifica
106823,Pinguipedidae,Parapercis pulchella
39685,Pinguipedidae,Parapercis schauinslandii
1736,Pinguipedidae,Parapercis sexfasciata
75234,Pinguipedidae,Parapercis shaoi
15637,Pinguipedidae,Parapercis snyderi
21984,Pinguipedidae,Parapercis snyderi
35295,Pinguipedidae,Parapercis tetracantha
38193,Pinguipedidae,Parapercis tetracantha
28215,Pinguipedidae,Parapercis xanthogramma
38197,Pinguipedidae,Parapercis xanthozona
46275,Cynoglossidae,Paraplagusia bilineata
1137,Cynoglossidae,Paraplagusia japonica
106599,Aploactinidae,Paraploactis kagoshimensis
23976,Aploactinidae,Paraploactis kagoshimensis
4875,Pempheridae,Parapriacanthus guentheri
48321,Pempheridae,Parapriacanthus ransonneti
108545,Haemulidae,Parapristipoma trilineatum
1417,Scorpaenidae,Parapterois heterura
86115,Scorpaenidae,Parapterois heterura
23759,Nemipteridae,Parascolopsis eriomma
108820,Nemipteridae,Parascolopsis inermis
47795,Scorpaenidae,Parascorpaena aurita
11514,Scorpaenidae,Parascorpaena mcadamsi
50844,Scorpaenidae,Parascorpaena mcadamsi
11513,Scorpaenidae,Parascorpaena mossambica
108354,Scorpaenidae,Parascorpaena moultoni
50025,Parascylliidae,Parascyllium variolatum
75546,Carangidae,Parastromateus niger
56818,Mirapinnidae,Parataeniophorus brevis
26455,Trachichthyidae,Paratrachichthys prosthemius
53486,Parazenidae,Parazen pacificus
141001,Soleidae,Pardachirus marmoratus
21453,Soleidae,Pardachirus pavoninus
75478,Blenniidae,Parenchelyurus hepburni
108373,Cichlidae,Paretroplus menarambo
45395,Exocoetidae,Parexocoetus brachypterus brachypterus
46198,Microdesmidae,Parioglossus caeruleolinatus
83116,Microdesmidae,Parioglossus dotui
99103,Microdesmidae,Parioglossus formosus
54904,Microdesmidae,Parioglossus interruptus
20314,Microdesmidae,Parioglossus lineatus
329,Microdesmidae,Parioglossus palustris
19011,Microdesmidae,Parioglossus philippinus
18433,Microdesmidae,Parioglossus rainfordi
46782,Microdesmidae,Parioglossus raoi
44990,Microdesmidae,Parioglossus senoui
41634,Microdesmidae,Parioglossus taeniatus
46206,Microdesmidae,Parioglossus winterbottomi
46338,Gobiidae,Parkraemeria rhinoceros
20492,Gobiidae,Parkraemeria saltator
48466,Pomacentridae,Parma occidentalis
50031,Scyliorhinidae,Parmaturus pilosus
108635,Parodontidae,Parodon apolinari
27207,Mullidae,Parupeneus barberinoides
30987,Mullidae,Parupeneus barberinus
27656,Mullidae,Parupeneus biaculeatus
85012,Mullidae,Parupeneus cf.
10181,Mullidae,Parupeneus chrysopleuron
11833,Mullidae,Parupeneus chrysopleuron
13193,Mullidae,Parupeneus ciliatus
141523,Mullidae,Parupeneus ciliatus
12543,Mullidae,Parupeneus crassilabris
30976,Mullidae,Parupeneus cyclostomus
12982,Mullidae,Parupeneus heptacanthus
11637,Mullidae,Parupeneus indicus
140712,Mullidae,Parupeneus insularis
141099,Mullidae,Parupeneus macronemus
108064,Mullidae,Parupeneus multifasciatus
140073,Mullidae,Parupeneus pleurostigma
26538,Mullidae,Parupeneus spilurus
46893,Dasyatidae,Pastinachus sephen
107697,Pegasidae,Pegasus volitans
107587,Terapontidae,Pelates quadrilineatus
49939,Cichlidae,Pelmatochromis nigrofasciatus
40809,Pempheridae,Pempheris japonica
140813,Pempheridae,Pempheris schwenkii
44597,Pempheridae,Pempheris vanicolensis
45756,Sciaenidae,Pennahia argentata
53579,Pentacerotidae,Pentaceros japonicus
12406,Nemipteridae,Pentapodus aureofasciatus
98388,Nemipteridae,Pentapodus bifasciatus
10360,Nemipteridae,Pentapodus caninus
71911,Nemipteridae,Pentapodus emeryii
1540,Nemipteridae,Pentapodus nagasakiensis
89340,Nemipteridae,Pentapodus setosus
72167,Nemipteridae,Pentapodus trivittatus
1183,Gobiidae,Periophthalmus argentilineatus
1080,Gobiidae,Periophthalmus modestus
42288,Gobiidae,Periophthalmus modestus
49565,Peristediidae,Peristedion nierstraszi
47861,Peristediidae,Peristedion orientale
76192,Monacanthidae,Pervagor alternans
61342,Monacanthidae,Pervagor melanocephalus
68590,Monacanthidae,Pervagor nigrolineatus
1036,Zoarcidae,Petroschmidtia toyamensis
24243,Blenniidae,Petroscirtes (Dasson) fallax
13733,Blenniidae,Petroscirtes breviceps
19189,Blenniidae,Petroscirtes mitratus
11926,Blenniidae,Petroscirtes springeri
54071,Blenniidae,Petroscirtes variabilis
49270,Blenniidae,Petroscirtes xestus
58532,Distichodontidae,Phago loricatus
58431,Siluridae,Phalacronotus apogon
47011,Alestiidae,Phenacogrammus altus
15920,Gobiesocidae,Pherallodus indicus
29966,Gobiesocidae,Pherallodus indicus
107546,Stichaeidae,Pholidapus dybowskii
38036,Pholidichthyidae,Pholidichthys leucotaenia
52157,Pholidichthyidae,Pholidichthys leucotaenia
89080,Pseudochromidae,Pholidochromis cerasina
106913,Pholidae,Pholis crassispina
42614,Pholidae,Pholis crassispina
1055,Pholidae,Pholis nebulosa
28734,Pholidae,Pholis picta
45090,Melanostomiidae,Photonectes albipennis
141514,Gobiidae,Phoxacromion kaneharai
107777,Cyprinidae,Phoxinus lagowski steindachneri
18619,Cyprinidae,Phoxinus oxycephalus jouyi
56138,Cyprinidae,Phoxinus percnurus sachalinensis
22481,Syngnathidae,Phoxocampus belcheri
48305,Syngnathidae,Phoxocampus belcheri
16238,Syngnathidae,Phoxocampus diacanthus
57869,Phractolaemidae,Phractolaemus ansorgii
1046,Echeneidae,Phtheirichthys lineatus
55308,Syngnathidae,Phycodurus eques
79466,Gobiidae,Phyllogobius platycephalops
48742,Syngnathidae,Phyllopteryx taeniolatus
102043,Moridae,Physiculus chigodarana
45696,Moridae,Physiculus japonicus
108434,Moridae,Physiculus maximowiczi
49943,Characidae,Piaractus brachypomus
98948,Pseudochromidae,Pictichromis coralensis
12229,Pseudochromidae,Pictichromis diadema
51192,Pseudochromidae,Pictichromis paccagnellae
64937,Pseudochromidae,Pictichromis porphyrea
49374,Heptapteridae,Pimelodella cristata
50794,Ophichthidae,Pisodonophis boro
107036,Ophichthidae,Pisodonophis zophistius
29245,Pleuronectidae,Plagiopsetta glossa
10677,Blenniidae,Plagiotremus (Musgravius) townsendi
91452,Blenniidae,Plagiotremus goslinei
80075,Blenniidae,Plagiotremus laudandus flavus
16007,Blenniidae,Plagiotremus laudandus laudandus
4874,Blenniidae,Plagiotremus phenax
11929,Blenniidae,Plagiotremus rhinorhijnchos
92213,Blenniidae,Plagiotremus spilistius
106628,Blenniidae,Plagiotremus tapeinosoma
33369,Ephippidae,Platax batavianus
28343,Ephippidae,Platax boersii
36937,Ephippidae,Platax boersii
16807,Ephippidae,Platax orbicularis
78856,Ephippidae,Platax orbicularis
13431,Ephippidae,Platax pinnatus
25449,Ephippidae,Platax pinnatus
141091,Ephippidae,Platax teira
25890,Ephippidae,Platax teira
106579,Pleuronectidae,Platichthys stellatus
45350,Belonidae,Platybelone argalus platyura
107029,Platyrhinidae,Platyrhina tangi
106935,Plecoglossidae,Plecoglossus altivelis altivelis
108849,Plecoglossidae,Plecoglossus altivelis altivelis
18623,Plecoglossidae,Plecoglossus altivelis altivelis
73674,Plecoglossidae,Plecoglossus altivelis ryukyuensis
27442,Haemulidae,Plectorhinchus celebicus
25442,Haemulidae,Plectorhinchus chaetodonoides
66574,Haemulidae,Plectorhinchus chaetodonoides
78534,Haemulidae,Plectorhinchus chaetodonoides
1003,Haemulidae,Plectorhinchus cinctus
75252,Haemulidae,Plectorhinchus cinctus
73396,Haemulidae,Plectorhinchus flavomaculatus
21830,Haemulidae,Plectorhinchus gaterinus
20499,Haemulidae,Plectorhinchus gibbosus
40703,Haemulidae,Plectorhinchus lessonii
55614,Haemulidae,Plectorhinchus lessonii
26357,Haemulidae,Plectorhinchus lineatus
54669,Haemulidae,Plectorhinchus lineatus
60685,Haemulidae,Plectorhinchus lineatus
107456,Haemulidae,Plectorhinchus picus
15237,Haemulidae,Plectorhinchus picus
37704,Haemulidae,Plectorhinchus picus
66576,Haemulidae,Plectorhinchus picus
10017,Haemulidae,Plectorhinchus polijtaenia
45042,Haemulidae,Plectorhinchus unicolor
26360,Haemulidae,Plectorhinchus vittatus
63955,Haemulidae,Plectorhinchus vittatus
107015,Serranidae,Plectranthias altipinnatus
38973,Serranidae,Plectranthias altipinnatus
108314,Serranidae,Plectranthias japonicus
45146,Serranidae,Plectranthias kamii
107610,Serranidae,Plectranthias kelloggi azumanus
51068,Serranidae,Plectranthias longimanus
31767,Serranidae,Plectranthias pelicieri
29914,Serranidae,Plectranthias sagamiensis
49193,Serranidae,Plectranthias sheni
59207,Serranidae,Plectranthias takasei
49192,Serranidae,Plectranthias yamakawai
12121,Pomacentridae,Plectroglyphidodon dickii
18400,Pomacentridae,Plectroglyphidodon imparipennis
19389,Pomacentridae,Plectroglyphidodon johnstonianus
141636,Pomacentridae,Plectroglyphidodon lacrymatus
18399,Pomacentridae,Plectroglyphidodon leucozonus
36599,Pomacentridae,Plectroglyphidodon phoenixensis
54670,Serranidae,Plectropomus areolatus
71392,Serranidae,Plectropomus areolatus
107344,Serranidae,Plectropomus laevis
66534,Serranidae,Plectropomus laevis
11691,Serranidae,Plectropomus leopardus
49608,Serranidae,Plectropomus leopardus
70701,Serranidae,Plectropomus maculatus
12220,Serranidae,Plectropomus oligacanthus
38403,Serranidae,Plectropomus oligacanthus
32770,Serranidae,Plectropomus pessuliferus marisrubri
61551,Serranidae,Plectropomus pessuliferus marisrubri
45616,Plesiobatidae,Plesiobatis daviesi
782,Plesiopidae,Plesiops coeruleolineatus
54117,Plesiopidae,Plesiops corallicola
46783,Plesiopidae,Plesiops nakaharae
55649,Potamotrygonidae,Plesiotrygon iwamae
108843,Hexagrammidae,Pleurogrammus azonus
108844,Hexagrammidae,Pleurogrammus monopterygius
1030,Pleuronectidae,Pleuronectes herzensteini
2541,Pleuronectidae,Pleuronectes mochigarei
107540,Pleuronectidae,Pleuronectes obscurus
107536,Pleuronectidae,Pleuronectes pinnifasciatus
106583,Pleuronectidae,Pleuronectes punctatissimus
53299,Pleuronectidae,Pleuronectes schrenki
18789,Pleuronectidae,Pleuronectes yokohamae
3164,Pleuronectidae,Pleuronectes yokohamae
15681,Pleuronectidae,Pleuronichthys cornutus
108818,Pleuronectidae,Pleuronichthys lighti
106710,Gobiidae,Pleurosicya bilobata
83269,Gobiidae,Pleurosicya boldinghi
62819,Gobiidae,Pleurosicya cf.
80410,Gobiidae,Pleurosicya elongata
78358,Gobiidae,Pleurosicya fringilla
99859,Gobiidae,Pleurosicya micheli
36826,Gobiidae,Pleurosicya mossambica
2233,Gobiidae,Pleurosicya muscarum
48801,Plotosidae,Plotosus canius
20812,Plotosidae,Plotosus japonicus
60341,Agonidae,Podothecus sachi
106972,Poeciliidae,Poecilia reticulata
46455,Poeciliidae,Poecilia reticulata
49083,Poeciliidae,Poecilia reticulata
49144,Poeciliidae,Poecilia reticulata
2283,Pleuronectidae,Poecilopsetta plinthus
21791,Grammistidae,Pogonoperca punctata
38003,Grammistidae,Pogonoperca punctata
5674,Grammistidae,Pogonoperca punctata
45138,Polycentridae,Polycentrus schomburgkii
18253,Polynemidae,Polydactylus plebeius
42482,Polynemidae,Polydactylus sexfilis
49894,Sternoptychidae,Polyipnus stereope
107065,Polymixiidae,Polymixia japonica
